Company,TypeName,Inches,Ram_GB,Weight_kg,cpu_brand,cpu_ghz,gpu_brand,storage_type,storage_gb,res_width,res_height,ppi,is_touchscreen,is_ips,os_clean,Price_euros,log_price,ram_tier,storage_tier,cpu_perf_score,is_premium,weight_category
Dell,Notebook,15.6,16,2.2,Intel,1.8,AMD,Hybrid,2304.0,1920.0,1080.0,141.21,0,0,Windows,1135.0,7.035268599281097,High (16GB),Ultra (1TB+),1.8,1,Standard
Lenovo,Gaming,15.6,8,3.31,Intel,2.6,Nvidia,Hybrid,1152.0,1920.0,1080.0,141.21,0,1,Windows,1196.0,7.087573705557973,Mid (8GB),Ultra (1TB+),2.6,1,Heavy
Dell,Gaming,17.3,32,4.42,Intel,2.8,Nvidia,Hybrid,1536.0,3840.0,2160.0,254.67,0,1,Windows,3147.37,8.054640137573424,Ultra (32GB+),Ultra (1TB+),2.8,1,Heavy
Dell,Notebook,14.0,8,1.56,Intel,2.4,Intel,SSD,256.0,1920.0,1080.0,157.35,0,0,Windows,1229.0,7.114769448366463,Mid (8GB),Mid (256GB),2.4,0,Light
Lenovo,Notebook,15.6,4,2.2,Intel,1.1,Intel,HDD,500.0,1366.0,768.0,100.45,0,0,Windows,419.0,6.040254711277414,Low (≤4GB),High (512GB),1.1,0,Standard
Lenovo,Notebook,15.6,4,2.2,Intel,2.3,Intel,HDD,500.0,1920.0,1080.0,141.21,0,0,Windows,535.0,6.284134161070802,Low (≤4GB),High (512GB),2.3,0,Standard
HP,Notebook,15.6,6,2.04,Intel,2.5,AMD,HDD,1024.0,1920.0,1080.0,141.21,0,0,Windows,539.0,6.29156913955832,Mid (8GB),Ultra (1TB+),2.5,0,Standard
MSI,Gaming,17.3,8,2.7,Intel,2.8,Nvidia,Hybrid,1152.0,1920.0,1080.0,127.34,0,0,Windows,1486.77,7.305033633553407,Mid (8GB),Ultra (1TB+),2.8,1,Heavy
Toshiba,Notebook,15.6,4,2.1,Intel,2.1,Intel,SSD,128.0,1366.0,768.0,100.45,0,0,Windows,498.0,6.212606095751519,Low (≤4GB),Low (≤128GB),2.1,0,Standard
Dell,Notebook,15.6,8,2.06,Intel,2.5,Intel,HDD,1024.0,1920.0,1080.0,141.21,0,0,Windows,955.0,6.862757913051401,Mid (8GB),Ultra (1TB+),2.5,0,Standard
HP,Notebook,15.6,8,2.1,Intel,2.7,AMD,HDD,1024.0,1920.0,1080.0,141.21,0,0,Windows,745.0,6.61472560020376,Mid (8GB),Ultra (1TB+),2.7,0,Standard
Toshiba,Notebook,15.6,8,2.0,Intel,2.5,Intel,SSD,256.0,1920.0,1080.0,141.21,0,1,Windows,1258.0,7.138073034044347,Mid (8GB),Mid (256GB),2.5,0,Standard
Acer,Notebook,15.6,4,2.1,Intel,2.5,Intel,SSD,128.0,1366.0,768.0,100.45,0,0,Linux,412.0,6.023447592961033,Low (≤4GB),Low (≤128GB),2.5,0,Standard
Microsoft,Ultrabook,13.5,8,1.252,Intel,2.8,Intel,SSD,256.0,2256.0,1504.0,200.84,1,0,Windows,1867.85,7.533078547412982,Mid (8GB),Mid (256GB),2.8,1,Ultralight
Lenovo,Notebook,15.6,8,1.9,Intel,2.5,AMD,Hybrid,1152.0,1920.0,1080.0,141.21,0,0,Windows,817.95,6.708023031928389,Mid (8GB),Ultra (1TB+),2.5,0,Light
Lenovo,2 in 1 Convertible,13.3,8,1.3,Intel,2.5,Intel,SSD,256.0,1920.0,1080.0,165.63,1,1,Windows,1034.0,6.942156705699469,Mid (8GB),Mid (256GB),2.5,0,Ultralight
Lenovo,Notebook,15.6,4,2.2,AMD,2.2,AMD,SSD,128.0,1366.0,768.0,100.45,0,0,Windows,349.0,5.857933154483459,Low (≤4GB),Low (≤128GB),1.98,0,Standard
HP,2 in 1 Convertible,14.0,4,1.63,Intel,2.4,Nvidia,SSD,128.0,1920.0,1080.0,157.35,1,1,Windows,699.0,6.551080335043404,Low (≤4GB),Low (≤128GB),2.4,0,Light
MSI,Gaming,15.6,16,2.4,Intel,2.8,Nvidia,Hybrid,1280.0,1920.0,1080.0,141.21,0,0,Windows,1294.0,7.166265974133638,High (16GB),Ultra (1TB+),2.8,1,Standard
Asus,Ultrabook,14.0,8,1.1,Intel,2.5,Intel,SSD,256.0,1920.0,1080.0,157.35,0,0,Windows,1135.0,7.035268599281097,Mid (8GB),Mid (256GB),2.5,1,Ultralight
HP,2 in 1 Convertible,11.6,8,1.4,Intel,1.1,Intel,SSD,64.0,1366.0,768.0,135.09,1,0,Chrome OS,495.0,6.206575926724928,Mid (8GB),Low (≤128GB),1.1,0,Ultralight
LG,Ultrabook,15.6,8,1.09,Intel,1.8,Intel,SSD,512.0,1920.0,1080.0,141.21,0,1,Windows,2299.0,7.7406644019172415,Mid (8GB),High (512GB),1.8,1,Ultralight
Acer,Gaming,15.6,16,2.5,Intel,2.5,Nvidia,SSD,256.0,1920.0,1080.0,141.21,0,0,Windows,1299.0,7.170119543449628,High (16GB),Mid (256GB),2.5,1,Heavy
MSI,Gaming,15.6,8,2.2,Intel,2.5,Nvidia,SSD,256.0,1920.0,1080.0,141.21,0,0,Windows,997.9,6.906654673538104,Mid (8GB),Mid (256GB),2.5,1,Standard
Asus,Notebook,15.6,4,1.86,Intel,1.1,Intel,SSD,128.0,1366.0,768.0,100.45,0,0,Windows,419.0,6.040254711277414,Low (≤4GB),Low (≤128GB),1.1,0,Light
Dell,Gaming,15.6,16,3.21,Intel,2.5,Nvidia,Hybrid,1152.0,1920.0,1080.0,141.21,0,0,Windows,2051.0,7.62657020629066,High (16GB),Ultra (1TB+),2.5,1,Heavy
HP,Notebook,17.3,4,2.5,Intel,2.5,AMD,SSD,256.0,1920.0,1080.0,127.34,0,1,Windows,699.0,6.551080335043404,Low (≤4GB),Mid (256GB),2.5,0,Heavy
Lenovo,2 in 1 Convertible,13.3,8,1.19,Intel,1.8,Intel,SSD,512.0,1920.0,1080.0,165.63,1,1,Windows,1499.0,7.313220387090301,Mid (8GB),High (512GB),1.8,1,Ultralight
Dell,Gaming,15.6,16,3.49,Intel,2.9,Nvidia,Hybrid,1280.0,1920.0,1080.0,141.21,0,0,Windows,2813.75,7.94262872668324,High (16GB),Ultra (1TB+),2.9,1,Heavy
HP,Notebook,15.6,4,1.86,Intel,2.5,AMD,HDD,500.0,1366.0,768.0,100.45,0,0,Windows,612.61,6.4193595471823075,Low (≤4GB),High (512GB),2.5,0,Light
Dell,Notebook,15.6,4,2.2,Intel,2.5,AMD,HDD,1024.0,1366.0,768.0,100.45,0,0,Windows,545.67,6.30384532969252,Low (≤4GB),Ultra (1TB+),2.5,0,Standard
HP,Notebook,17.3,6,2.65,AMD,2.4,AMD,HDD,2048.0,1920.0,1080.0,127.34,0,1,Windows,569.0,6.345636360828596,Mid (8GB),Ultra (1TB+),2.16,0,Heavy
Lenovo,Notebook,15.6,4,2.1,Intel,1.6,Intel,HDD,500.0,1366.0,768.0,100.45,0,0,Windows,318.0,5.765191102784844,Low (≤4GB),High (512GB),1.6,0,Standard
Acer,Notebook,14.0,4,1.45,Intel,1.6,Intel,SSD,32.0,1366.0,768.0,111.94,0,0,Chrome OS,375.0,5.929589143389895,Low (≤4GB),Low (≤128GB),1.6,0,Ultralight
Lenovo,Notebook,14.0,4,1.7,Intel,2.5,Intel,SSD,256.0,1920.0,1080.0,157.35,0,0,Windows,699.0,6.551080335043404,Low (≤4GB),Mid (256GB),2.5,0,Light
HP,Workstation,17.3,8,3.14,Intel,2.8,Nvidia,HDD,500.0,1920.0,1080.0,127.34,0,0,Windows,1907.99,7.554329585367344,Mid (8GB),High (512GB),2.8,1,Heavy
Lenovo,2 in 1 Convertible,14.0,8,1.42,Intel,2.7,Intel,SSD,256.0,2560.0,1440.0,209.8,1,0,Windows,2590.0,7.85979918056211,Mid (8GB),Mid (256GB),2.7,0,Ultralight
Toshiba,Notebook,13.3,8,1.5,Intel,2.5,Intel,SSD,256.0,1920.0,1080.0,165.63,0,1,Windows,973.0,6.881411303642535,Mid (8GB),Mid (256GB),2.5,0,Light
Acer,Netbook,11.6,4,1.4,Intel,1.6,Intel,SSD,32.0,1366.0,768.0,135.09,0,0,Windows,269.0,5.598421958998375,Low (≤4GB),Low (≤128GB),1.6,0,Ultralight
Lenovo,2 in 1 Convertible,14.0,16,1.38,Intel,2.7,Intel,SSD,512.0,1920.0,1080.0,157.35,1,0,Windows,1749.0,7.4673710669175595,High (16GB),High (512GB),2.7,1,Ultralight
Asus,2 in 1 Convertible,12.5,4,1.2,Intel,0.9,Intel,SSD,64.0,1920.0,1080.0,176.23,1,0,Chrome OS,669.0,6.507277712385012,Low (≤4GB),Low (≤128GB),0.9,0,Ultralight
Toshiba,Ultrabook,13.3,16,1.36,Intel,2.5,Intel,SSD,512.0,1920.0,1080.0,165.63,1,0,Windows,1877.0,7.537962659768208,High (16GB),High (512GB),2.5,1,Ultralight
HP,Notebook,15.6,4,2.1,Intel,2.7,AMD,HDD,500.0,1920.0,1080.0,141.21,0,1,Windows,689.0,6.536691597591305,Low (≤4GB),High (512GB),2.7,0,Standard
Dell,Gaming,15.6,8,2.56,Intel,2.5,Nvidia,HDD,1024.0,1920.0,1080.0,141.21,0,0,Windows,819.0,6.709304340258299,Mid (8GB),Ultra (1TB+),2.5,1,Heavy
Lenovo,Notebook,15.6,4,2.2,AMD,2.9,AMD,SSD,256.0,1920.0,1080.0,141.21,0,0,Windows,399.0,5.991464547107982,Low (≤4GB),Mid (256GB),2.61,0,Standard
Lenovo,Notebook,15.6,8,2.2,AMD,3.6,AMD,HDD,1024.0,1366.0,768.0,100.45,0,0,Windows,429.0,6.063785208687608,Mid (8GB),Ultra (1TB+),3.24,0,Standard
Lenovo,Notebook,15.6,4,2.1,Intel,2.5,Intel,HDD,2048.0,1920.0,1080.0,141.21,0,0,Windows,621.45,6.433663303827795,Low (≤4GB),Ultra (1TB+),2.5,0,Standard
Lenovo,Notebook,15.6,4,1.9,Intel,2.5,Intel,HDD,500.0,1366.0,768.0,100.45,0,0,No OS,450.0,6.111467339502679,Low (≤4GB),High (512GB),2.5,0,Light
Dell,Notebook,15.6,8,2.18,Intel,2.5,Intel,SSD,256.0,1920.0,1080.0,141.21,0,0,Windows,795.0,6.679599185844383,Mid (8GB),Mid (256GB),2.5,0,Standard
Acer,2 in 1 Convertible,13.3,8,1.6,Intel,1.6,Intel,SSD,256.0,1920.0,1080.0,165.63,1,1,Windows,999.0,6.907755278982137,Mid (8GB),Mid (256GB),1.6,0,Light
Lenovo,Workstation,15.6,16,2.18,Intel,2.5,Nvidia,SSD,512.0,1920.0,1080.0,141.21,0,0,Windows,1855.0,7.526178913346146,High (16GB),High (512GB),2.5,1,Standard
Lenovo,Notebook,14.0,8,1.8,Intel,2.3,Intel,SSD,256.0,1920.0,1080.0,157.35,0,0,Windows,1191.0,7.083387847625295,Mid (8GB),Mid (256GB),2.3,0,Light
HP,Notebook,17.3,6,2.71,AMD,2.5,AMD,HDD,2048.0,1920.0,1080.0,127.34,0,1,Windows,655.01,6.486176032730341,Mid (8GB),Ultra (1TB+),2.25,0,Heavy
Lenovo,Gaming,15.6,8,2.5,Intel,2.8,Nvidia,Hybrid,1152.0,1920.0,1080.0,141.21,0,1,Windows,1249.0,7.1308988302963465,Mid (8GB),Ultra (1TB+),2.8,1,Heavy
Dell,Notebook,14.0,8,1.64,Intel,2.8,Nvidia,SSD,256.0,1920.0,1080.0,157.35,0,0,Linux,1089.0,6.993932975223189,Mid (8GB),Mid (256GB),2.8,0,Light
Dell,Notebook,15.6,8,1.98,Intel,2.5,Intel,HDD,1024.0,1920.0,1080.0,141.21,0,0,Linux,726.0,6.588926477533519,Mid (8GB),Ultra (1TB+),2.5,0,Light
Asus,Notebook,14.0,4,1.5,Intel,1.1,Intel,SSD,32.0,1920.0,1080.0,157.35,0,0,Windows,298.0,5.700443573390686,Low (≤4GB),Low (≤128GB),1.1,0,Light
Dell,Notebook,15.6,16,1.93,Intel,2.6,Intel,SSD,512.0,1920.0,1080.0,141.21,0,0,Windows,1426.66,7.263792019312263,High (16GB),High (512GB),2.6,1,Light
Lenovo,Notebook,14.0,8,1.87,Intel,2.5,Nvidia,SSD,256.0,1920.0,1080.0,157.35,0,1,Windows,857.07,6.754685681241666,Mid (8GB),Mid (256GB),2.5,0,Light
Dell,Notebook,15.6,8,1.9,Intel,2.6,Intel,SSD,256.0,1920.0,1080.0,141.21,0,0,Windows,1179.0,7.07326971745971,Mid (8GB),Mid (256GB),2.6,0,Light
Lenovo,Notebook,15.6,4,2.19,AMD,2.5,AMD,HDD,500.0,1366.0,768.0,100.45,0,0,Windows,298.0,5.700443573390686,Low (≤4GB),High (512GB),2.25,0,Standard
Mediacom,Notebook,14.0,4,1.4,Intel,1.92,Intel,HDD,32.0,1920.0,1200.0,161.73,0,1,Windows,265.0,5.583496308781699,Low (≤4GB),Low (≤128GB),1.92,0,Ultralight
HP,Notebook,17.3,8,2.63,Intel,2.7,Nvidia,SSD,256.0,1920.0,1080.0,127.34,0,0,Windows,1200.0,7.0909098220799835,Mid (8GB),Mid (256GB),2.7,0,Heavy
Lenovo,Ultrabook,14.0,8,1.17,Intel,2.5,Intel,SSD,512.0,2560.0,1440.0,209.8,0,1,Windows,1686.64,7.431086382268411,Mid (8GB),High (512GB),2.5,1,Ultralight
HP,2 in 1 Convertible,13.3,8,1.58,Intel,2.5,Intel,SSD,256.0,1366.0,768.0,117.83,1,1,Windows,836.6,6.730540659556327,Mid (8GB),Mid (256GB),2.5,0,Light
Lenovo,Ultrabook,14.0,8,1.32,Intel,2.5,Intel,SSD,256.0,1920.0,1080.0,157.35,0,1,Windows,1499.0,7.313220387090301,Mid (8GB),Mid (256GB),2.5,1,Ultralight
Dell,Gaming,17.3,32,4.36,Intel,2.8,Nvidia,Hybrid,2048.0,3840.0,2160.0,254.67,0,0,Windows,3659.4,8.205327710041223,Ultra (32GB+),Ultra (1TB+),2.8,1,Heavy
MSI,Gaming,17.3,8,2.7,Intel,2.8,Nvidia,Hybrid,1152.0,1920.0,1080.0,127.34,0,0,Windows,1348.48,7.207474612044422,Mid (8GB),Ultra (1TB+),2.8,1,Heavy
Lenovo,Notebook,15.6,4,1.9,Intel,2.5,Intel,HDD,1024.0,1366.0,768.0,100.45,0,0,No OS,489.9,6.196240441064007,Low (≤4GB),Ultra (1TB+),2.5,0,Light
Dell,Notebook,15.6,8,2.2,Intel,1.6,AMD,Hybrid,1152.0,1920.0,1080.0,141.21,0,0,Windows,719.0,6.579251212010101,Mid (8GB),Ultra (1TB+),1.6,0,Standard
Dell,2 in 1 Convertible,13.3,4,1.71,Intel,2.4,Intel,HDD,1024.0,1920.0,1080.0,165.63,1,0,Windows,649.0,6.476972362889683,Low (≤4GB),Ultra (1TB+),2.4,0,Light
Dell,Notebook,15.6,8,2.32,Intel,2.5,AMD,HDD,1024.0,1366.0,768.0,100.45,0,0,Linux,589.52,6.3810035046658875,Mid (8GB),Ultra (1TB+),2.5,0,Standard
HP,Notebook,15.6,4,2.1,AMD,2.5,AMD,HDD,1024.0,1920.0,1080.0,141.21,0,0,Windows,489.0,6.194405391104672,Low (≤4GB),Ultra (1TB+),2.25,0,Standard
Acer,Gaming,17.3,16,4.2,Intel,2.6,Nvidia,Hybrid,1152.0,1920.0,1080.0,127.34,0,1,Windows,1935.0,7.568379267836522,High (16GB),Ultra (1TB+),2.6,1,Heavy
Dell,Notebook,15.6,12,2.25,Intel,2.5,Intel,HDD,1024.0,1366.0,768.0,100.45,0,0,Windows,649.0,6.476972362889683,High (16GB),Ultra (1TB+),2.5,0,Standard
HP,Notebook,15.6,6,2.1,AMD,2.5,AMD,Hybrid,1152.0,1920.0,1080.0,141.21,0,0,Windows,650.0,6.478509642208569,Mid (8GB),Ultra (1TB+),2.25,0,Standard
Acer,Notebook,15.6,4,2.4,Intel,2.5,Intel,HDD,500.0,1366.0,768.0,100.45,0,0,Windows,559.0,6.327936783729195,Low (≤4GB),High (512GB),2.5,0,Standard
Lenovo,Notebook,13.3,8,1.44,Intel,2.5,Intel,SSD,256.0,1920.0,1080.0,165.63,0,1,Windows,960.0,6.8679744089702925,Mid (8GB),Mid (256GB),2.5,0,Ultralight
Lenovo,Notebook,15.6,4,1.85,Intel,2.7,Intel,HDD,1024.0,1920.0,1080.0,141.21,0,0,Windows,779.0,6.659293919683638,Low (≤4GB),Ultra (1TB+),2.7,0,Light
HP,Workstation,15.6,16,2.6,Intel,2.8,Nvidia,SSD,256.0,1920.0,1080.0,141.21,0,0,Windows,2419.0,7.791522819150732,High (16GB),Mid (256GB),2.8,1,Heavy
Dell,2 in 1 Convertible,13.3,8,1.55,Intel,1.6,Intel,HDD,1024.0,1920.0,1080.0,165.63,1,0,Windows,659.0,6.492239835020471,Mid (8GB),Ultra (1TB+),1.6,0,Light
MSI,Gaming,15.6,16,1.8,Intel,2.8,Nvidia,Hybrid,1280.0,1920.0,1080.0,141.21,0,0,Windows,2094.48,7.647537923058067,High (16GB),Ultra (1TB+),2.8,1,Light
Acer,Notebook,15.6,4,2.4,Intel,2.5,Intel,HDD,500.0,1366.0,768.0,100.45,0,0,Windows,410.8,6.0205377945936895,Low (≤4GB),High (512GB),2.5,0,Standard
Dell,Notebook,15.6,8,2.0,Intel,2.7,Nvidia,Hybrid,1152.0,1920.0,1080.0,141.21,0,0,Windows,1207.0,7.0967213784947605,Mid (8GB),Ultra (1TB+),2.7,0,Standard
Dell,Notebook,15.6,8,2.0,Intel,2.5,Intel,SSD,256.0,1366.0,768.0,100.45,0,0,Windows,665.0,6.501289670540389,Mid (8GB),Mid (256GB),2.5,0,Standard
Toshiba,Notebook,14.0,8,1.25,Intel,2.5,Intel,SSD,256.0,1920.0,1080.0,157.35,1,1,Windows,1535.0,7.336936913707618,Mid (8GB),Mid (256GB),2.5,0,Ultralight
Lenovo,2 in 1 Convertible,14.0,8,1.7,Intel,2.5,Intel,SSD,256.0,1920.0,1080.0,157.35,1,0,Windows,999.0,6.907755278982137,Mid (8GB),Mid (256GB),2.5,0,Light
Lenovo,Workstation,15.6,16,2.5,Intel,2.8,Nvidia,SSD,1024.0,3840.0,2160.0,282.42,0,1,Windows,3299.0,8.101677747454572,High (16GB),Ultra (1TB+),2.8,1,Heavy
Acer,Notebook,14.0,2,1.68,Intel,1.6,Intel,SSD,32.0,1366.0,768.0,111.94,0,0,Chrome OS,330.0,5.802118375377063,Low (≤4GB),Low (≤128GB),1.6,0,Light
Samsung,Ultrabook,13.3,16,0.81,Intel,2.7,Intel,SSD,256.0,1920.0,1080.0,165.63,0,0,Windows,1649.0,7.408530566894626,High (16GB),Mid (256GB),2.7,1,Ultralight
HP,Notebook,15.6,8,1.86,Intel,2.5,Intel,SSD,256.0,1920.0,1080.0,141.21,0,0,Windows,539.0,6.29156913955832,Mid (8GB),Mid (256GB),2.5,0,Light
Dell,Notebook,14.0,8,1.6,Intel,2.5,Intel,SSD,256.0,1366.0,768.0,111.94,0,0,Windows,1126.71,7.027944306805558,Mid (8GB),Mid (256GB),2.5,0,Light
HP,Workstation,17.3,16,3.0,Intel,2.9,Nvidia,SSD,256.0,1920.0,1080.0,127.34,0,1,Windows,4389.0,8.387084506069217,High (16GB),Mid (256GB),2.9,1,Heavy
Lenovo,Netbook,11.6,4,1.4,Intel,1.6,Intel,SSD,128.0,1366.0,768.0,135.09,1,0,Windows,475.0,6.16541785423142,Low (≤4GB),Low (≤128GB),1.6,0,Ultralight
HP,Notebook,15.6,8,1.84,Intel,2.4,Intel,SSD,256.0,1920.0,1080.0,141.21,0,0,Windows,1900.0,7.550135342488429,Mid (8GB),Mid (256GB),2.4,0,Light
Asus,Notebook,15.6,4,2.45,Intel,2.3,Nvidia,HDD,1024.0,1366.0,768.0,100.45,0,0,No OS,579.0,6.363028103540465,Low (≤4GB),Ultra (1TB+),2.3,0,Standard
Lenovo,Ultrabook,14.0,4,1.7,Intel,2.3,Intel,SSD,180.0,1920.0,1080.0,157.35,0,0,Windows,1096.0,7.00033446027523,Low (≤4GB),Mid (256GB),2.3,1,Light
Asus,Notebook,15.6,4,2.37,Intel,2.7,Intel,SSD,256.0,1366.0,768.0,100.45,0,0,Windows,849.9,6.746294612855512,Low (≤4GB),Mid (256GB),2.7,0,Standard
Lenovo,2 in 1 Convertible,13.3,8,1.3,Intel,1.8,Intel,SSD,256.0,3200.0,1800.0,276.05,1,1,Windows,1199.0,7.090076835776092,Mid (8GB),Mid (256GB),1.8,0,Ultralight
HP,Notebook,15.6,8,2.2,Intel,2.5,Nvidia,Hybrid,1152.0,1920.0,1080.0,141.21,0,1,Windows,1099.0,7.003065458786462,Mid (8GB),Ultra (1TB+),2.5,0,Standard
HP,Workstation,15.6,8,2.59,Intel,2.6,Nvidia,SSD,256.0,1920.0,1080.0,141.21,0,0,Windows,1561.0,7.3537223303996315,Mid (8GB),Mid (256GB),2.6,1,Heavy
Dell,Gaming,15.6,16,4.42,Intel,2.8,Nvidia,Hybrid,1280.0,3840.0,2160.0,282.42,0,1,Windows,2868.99,7.962063824427039,High (16GB),Ultra (1TB+),2.8,1,Heavy
Acer,Notebook,15.6,4,2.1,Intel,2.5,Intel,SSD,256.0,1366.0,768.0,100.45,0,0,Windows,599.0,6.396929655216146,Low (≤4GB),Mid (256GB),2.5,0,Standard
Lenovo,Gaming,15.6,8,2.5,Intel,2.8,Nvidia,Hybrid,1152.0,1920.0,1080.0,141.21,0,1,Windows,1048.0,6.955592608396297,Mid (8GB),Ultra (1TB+),2.8,1,Heavy
Dell,Ultrabook,12.5,16,1.18,Intel,2.8,Intel,SSD,256.0,1920.0,1080.0,176.23,0,0,Windows,1859.0,7.528331766707247,High (16GB),Mid (256GB),2.8,1,Ultralight
Google,Ultrabook,12.3,8,1.1,Intel,1.2,Intel,SSD,256.0,2400.0,1600.0,234.51,1,0,Chrome OS,1559.0,7.352441100243583,Mid (8GB),Mid (256GB),1.2,1,Ultralight
Asus,Ultrabook,13.3,8,1.2,Intel,2.5,Intel,SSD,256.0,3200.0,1800.0,276.05,0,1,Windows,1129.0,7.029972911706386,Mid (8GB),Mid (256GB),2.5,1,Ultralight
Dell,Notebook,13.3,4,1.65,Intel,2.5,Intel,HDD,500.0,1366.0,768.0,117.83,0,0,Windows,849.0,6.745236349484362,Low (≤4GB),High (512GB),2.5,0,Light
Acer,Notebook,13.3,4,1.6,Intel,2.3,Intel,SSD,128.0,1366.0,768.0,117.83,0,0,Windows,655.0,6.486160788944089,Low (≤4GB),Low (≤128GB),2.3,0,Light
Asus,Notebook,17.3,4,2.8,Intel,1.1,Nvidia,HDD,1024.0,1366.0,768.0,90.58,0,0,Windows,470.34,6.155579701959949,Low (≤4GB),Ultra (1TB+),1.1,0,Heavy
Dell,Gaming,15.6,16,2.72,Intel,2.6,Nvidia,Hybrid,1152.0,3840.0,2160.0,282.42,1,1,Windows,1099.0,7.003065458786462,High (16GB),Ultra (1TB+),2.6,1,Heavy
Samsung,Ultrabook,13.3,8,1.31,Intel,2.7,Intel,SSD,256.0,1920.0,1080.0,165.63,1,0,Windows,1599.0,7.3777589082278725,Mid (8GB),Mid (256GB),2.7,1,Ultralight
Acer,Notebook,15.6,4,2.1,Intel,1.1,Intel,HDD,1024.0,1366.0,768.0,100.45,0,0,Linux,298.0,5.700443573390686,Low (≤4GB),Ultra (1TB+),1.1,0,Standard
Dell,Notebook,15.6,16,2.3,Intel,2.7,AMD,SSD,256.0,1920.0,1080.0,141.21,0,0,Windows,1181.27,7.075191598276645,High (16GB),Mid (256GB),2.7,1,Standard
Samsung,2 in 1 Convertible,15.0,16,1.71,Intel,2.7,AMD,SSD,256.0,1920.0,1080.0,146.86,1,0,Windows,1799.0,7.495541943884256,High (16GB),Mid (256GB),2.7,1,Light
Toshiba,Notebook,14.0,4,1.75,Intel,2.3,Intel,SSD,128.0,1366.0,768.0,111.94,0,1,Windows,1020.0,6.928537818164665,Low (≤4GB),Low (≤128GB),2.3,0,Light
Dell,Gaming,15.6,8,2.62,Intel,2.8,Nvidia,HDD,1024.0,1920.0,1080.0,141.21,0,0,Windows,1099.0,7.003065458786462,Mid (8GB),Ultra (1TB+),2.8,1,Heavy
HP,Ultrabook,12.5,4,1.26,Intel,2.3,Intel,SSD,256.0,1366.0,768.0,125.37,0,0,Windows,1244.0,7.126890808898808,Low (≤4GB),Mid (256GB),2.3,1,Ultralight
Asus,2 in 1 Convertible,15.6,12,2.3,Intel,2.7,Nvidia,HDD,2048.0,1920.0,1080.0,141.21,1,0,Windows,839.0,6.733401891837359,High (16GB),Ultra (1TB+),2.7,0,Standard
Lenovo,Notebook,15.6,16,2.5,Intel,2.7,Nvidia,SSD,512.0,3840.0,2160.0,282.42,0,0,Windows,2370.0,7.771067086065406,High (16GB),High (512GB),2.7,1,Heavy
Acer,Notebook,14.0,4,1.8,Intel,2.4,Intel,SSD,128.0,1920.0,1080.0,157.35,0,1,Windows,636.0,6.456769655572163,Low (≤4GB),Low (≤128GB),2.4,0,Light
Razer,Gaming,14.0,16,1.95,Intel,2.8,Nvidia,SSD,512.0,1920.0,1080.0,157.35,0,0,Windows,2899.0,7.9724660159745655,High (16GB),High (512GB),2.8,1,Light
Asus,Notebook,15.6,8,2.0,Intel,1.1,Intel,SSD,128.0,1920.0,1080.0,141.21,0,0,Windows,581.9,6.368015645051504,Mid (8GB),Low (≤128GB),1.1,0,Standard
Dell,Gaming,17.3,32,4.42,Intel,2.8,Nvidia,Hybrid,2048.0,1920.0,1080.0,127.34,0,1,Windows,3588.8,8.18585176962404,Ultra (32GB+),Ultra (1TB+),2.8,1,Heavy
Asus,Gaming,17.3,16,4.3,Intel,2.6,Nvidia,Hybrid,1280.0,1920.0,1080.0,127.34,0,1,Windows,2350.0,7.762596048540069,High (16GB),Ultra (1TB+),2.6,1,Heavy
Toshiba,Ultrabook,14.0,16,1.47,Intel,2.6,Nvidia,SSD,512.0,1920.0,1080.0,157.35,0,1,Windows,1764.0,7.475905969367397,High (16GB),High (512GB),2.6,1,Ultralight
Lenovo,Notebook,15.6,8,2.2,Intel,1.6,Intel,HDD,1024.0,1366.0,768.0,100.45,0,0,No OS,329.0,5.799092654460526,Mid (8GB),Ultra (1TB+),1.6,0,Standard
Lenovo,Ultrabook,14.0,16,1.7,Intel,2.7,Intel,SSD,512.0,1920.0,1080.0,157.35,0,0,Windows,2299.0,7.7406644019172415,High (16GB),High (512GB),2.7,1,Light
MSI,Gaming,14.0,16,1.6,Intel,2.8,Nvidia,Hybrid,1280.0,1920.0,1080.0,157.35,0,1,Windows,1891.0,7.545389749611823,High (16GB),Ultra (1TB+),2.8,1,Light
MSI,Gaming,15.6,8,2.2,Intel,2.5,Nvidia,Hybrid,1152.0,1920.0,1080.0,141.21,0,0,Windows,1089.0,6.993932975223189,Mid (8GB),Ultra (1TB+),2.5,1,Standard
Lenovo,Gaming,15.6,4,2.4,Intel,2.8,Nvidia,HDD,1024.0,1920.0,1080.0,141.21,0,1,Windows,999.0,6.907755278982137,Low (≤4GB),Ultra (1TB+),2.8,1,Standard
Acer,Gaming,17.3,16,4.2,Intel,2.8,Nvidia,Hybrid,1280.0,1920.0,1080.0,127.34,0,1,Windows,2299.0,7.7406644019172415,High (16GB),Ultra (1TB+),2.8,1,Heavy
Dell,Gaming,15.6,8,2.62,Intel,2.5,Nvidia,SSD,256.0,1920.0,1080.0,141.21,0,0,Windows,985.0,6.893656354602635,Mid (8GB),Mid (256GB),2.5,1,Heavy
Asus,Gaming,15.6,8,2.24,Intel,2.8,Nvidia,Hybrid,1152.0,1920.0,1080.0,141.21,0,0,Windows,1339.0,7.200424892944957,Mid (8GB),Ultra (1TB+),2.8,1,Standard
